PmtId,InstrId,EndToEndId,TxId,IntrBkSttlmAmt,Ccy,IntrBkSttlmDt,DebtorName,DebtorAccount,DebtorFinInstnId,ClrSysMmbId,PayeeName,PayeeAccount,PayeeFinInstnId,Purpose
PMT322471,IID079058,E2E220300,TX659804,4798.71,CNY,2013-10-11T23:26:04Z,Viva,3567333803338833,LI56 6662 10MQ EYKV Z5WN F,579,Bradly Idney,3532835910333509,COBASGSXXXX,CXBSNS
PMT386293,IID263406,E2E770720,TX838383,8989.23,UAH,2009-06-15T21:15:42Z,Flashdog,3572905911024091,EE89 6597 5861 7343 2079,998,Waiter Vanne,4041598703015,COBASGSXXXX,CXPSNL
PMT634876,IID894483,E2E461884,TX567325,5549.29,MXN,2018-10-28T21:21:25Z,Quire,30313528690994,MC61 5412 5023 5386 I3RD MEGS M57,451,Kurt Van Arsdalen,3542735222135352,COBACNSXXXX,CXPSNL
PMT025056,IID589927,E2E707752,TX547601,8889.65,AMD,2012-04-17T14:49:17Z,Twimbo,3552006575139129,FR92 6016 7919 2999 DGXZ UPCF F72,378,Pincus Castelow,4917458125162705,COBAAEADXXX ,CXPSNL
PMT713895,IID398300,E2E534260,TX925578,1769.12,IDR,2010-01-18T00:06:11Z,Reallinks,5602221344964484,AT78 4523 3717 1541 6262,656,Hadria Gowers,3580755022788831,COBAAEADXXX ,CXBSNS
PMT292041,IID239711,E2E540684,TX700559,5888.55,CNY,2014-03-30T22:13:41Z,Layo,3558030369360349,FR16 5061 1736 23UC TDS7 SOUZ M50,133,Bondon Southerden,201887188291691,COBAAEADXXX ,CXSALA
PMT078505,IID455988,E2E262036,TX541799,8766.11,PHP,2012-09-01T19:54:35Z,Devcast,6771929826024725,SK47 9045 8750 3341 3276 3885,844,Tadeas Elphey,4175002856398042,COBAAEADXXX ,CXSALA
PMT641010,IID751639,E2E396719,TX100866,8997.00,PHP,2012-01-02T09:20:38Z,Eadel,5100136331124677,LV07 KSAQ JCSO GBLR MMID 4,867,Elmore Tourle,3579988694041097,COBACNSXXXX,CXPSNL
PMT233907,IID284609,E2E683906,TX482667,9899.67,MAD,2017-10-14T02:51:50Z,Livepath,3586900842943265,FR37 6858 7302 25JR MJZP POVY 619,785,Knox Weatherhill,6706862613902870,COBAAEADXXX ,CXPSNL
PMT591960,IID262179,E2E939155,TX350901,4979.16,EUR,2010-05-27T12:41:09Z,Jamia,5610892905555455,FR68 5537 5186 12WE Q6VQ JXB6 500,870,Dunc Healing,3589819367648975,COBAHKHXXXX,CXBSNS
PMT036684,IID247095,E2E376982,TX668907,8696.71,CAD,2010-07-10T20:15:23Z,Mydeo,340870550357516,BA17 2597 5482 9139 6667,412,Dorita Hambridge,5446891827353049,COBAAEADXXX ,CXPSNL
PMT638943,IID532589,E2E872655,TX052928,9989.58,PAB,2010-05-01T23:08:57Z,Nlounge,5313572911356060,KW48 OVIS NUYW EBVZ 83SS 2HJE 5ZLE FP,914,Berti Bortol,3541924177645208,COBASGSXXXX,CXPSNL
PMT486384,IID570724,E2E635226,TX752768,9788.92,EUR,2012-10-25T13:13:29Z,Leexo,3540004346797502,SI74 6196 0931 3791 618,672,Maurise Lacotte,3540055950797774,COBAAEADXXX ,CXPSNL
PMT152852,IID480334,E2E894150,TX180896,7767.41,AFN,2009-06-11T13:32:29Z,Feedspan,3541012328400184,CH46 4155 9TPZ 56SJ FVNT B,609,Rae Hallitt,3532767905481268,COBAAEADXXX ,CXBSNS
PMT007038,IID216746,E2E303585,TX906299,7668.45,RUB,2016-10-31T03:41:51Z,Linklinks,5602234368590507,NO80 0404 9626 574,216,Florenza Coolahan,3568995124242941,COBAAEADXXX ,CXBSNS
PMT173968,IID440390,E2E453337,TX727182,8989.07,IDR,2018-09-25T15:02:11Z,Plambee,060404351272876114,AT17 3588 1750 3043 7956,420,Justinian Craigg,3549770826351686,COBAAEADXXX ,CXSALA
PMT246825,IID878484,E2E540637,TX773975,8898.05,PEN,2008-12-13T02:06:56Z,Flipstorm,3543830488768027,MD13 GBXQ GSK5 TOHK KKVP MQGM,581,Andee Ancell,30293191132930,COBACNSXXXX,CXPSNL
PMT267260,IID098760,E2E674012,TX000507,9889.95,SEK,2018-01-21T14:05:52Z,Dablist,3586278680288295,LB59 5995 6WZX AX3D BM7F PO94 NUEC,768,Alphonso Dartan,3578508588893485,COBAAEADXXX ,CXPSNL
PMT235836,IID709594,E2E108522,TX768187,7699.73,PHP,2013-12-06T21:23:30Z,Babblestorm,3580107800394954,KZ42 270Q EEDH 72CW XZDW,857,Catha Gregs,3571316685775929,COBASGSXXXX,CXPSNL
PMT340542,IID941831,E2E454386,TX598149,9975.19,THB,2015-05-31T13:52:45Z,Devpulse,3552101815488368,AZ02 DPYG WB19 SL36 LA9U MZGX LN0J,625,Mariya Gammie,3581958425662491,COBAAEADXXX ,CXMRCH
PMT480877,IID407260,E2E468065,TX488382,8889.64,IDR,2014-12-14T06:24:50Z,Demimbu,3554665699138156,RS88 3568 3810 7665 9861 46,519,Libbey Heers,5108757554240643,COBACNSXXXX,CXSALA
PMT706108,IID555866,E2E612101,TX005871,8987.46,CZK,2018-03-26T22:43:51Z,Brainverse,201633465190168,RO66 VNRF TZEW 8IEP 2INX FGGU,151,Dawn Twinning,371214923271389,COBACNSXXXX,CXPSNL
PMT272291,IID106674,E2E265787,TX717590,9879.03,EUR,2014-07-31T09:22:54Z,Tazz,56022264915767899,FR51 5508 4617 269O 5GJE NIWD W12,326,Katharina Patifield,6383953586363891,COBASGSXXXX,CXPSNL
PMT255266,IID927204,E2E575344,TX896225,9979.59,CUP,2013-04-20T05:03:27Z,Fivechat,30467107719283,EE44 4987 0547 8938 4186,450,Gaven Bondy,5038965175174892461,COBASGSXXXX,CXPSNL
PMT456632,IID226254,E2E448046,TX163925,6977.79,RUB,2015-05-10T17:16:51Z,Mymm,30519597414039,SM70 X205 3401 576D YYYA 5ILW DMD,531,Athena Jakaway,3586046248250523,COBACNSXXXX,CXBSNS
PMT073376,IID330744,E2E494930,TX267320,9976.20,EUR,2014-06-30T15:41:23Z,Flashpoint,5002351547716807,SK18 6542 1061 7220 9624 5193,901,Garrick Spilling,493609455404006940,COBAAEADXXX ,CXMRCH
PMT180554,IID853386,E2E774808,TX150155,8799.22,ISK,2012-11-06T01:46:43Z,Wikido,5602214078003769,MD21 3MPY RCXT VJEZ HSO3 EWOO,911,Annaliese Motion,4508691203352351,COBAAEADXXX ,CXPSNL
PMT510937,IID613075,E2E223288,TX363800,9998.34,CNY,2016-11-19T13:56:21Z,Quimm,5454077724116528,FR12 0940 9735 00KX BRTO UTXM 230,269,Orazio Benedtti,3555120601020117,COBAAEADXXX ,CXPSNL
PMT241744,IID005093,E2E025347,TX517288,8999.38,RUB,2009-07-04T05:07:21Z,Tagopia,374146672073862,CZ83 8064 6037 2924 8794 8290,176,Drew Gonnin,5602225035660301,COBASGSXXXX,CXBSNS
PMT499552,IID211626,E2E269217,TX762168,9399.01,XAF,2015-04-01T04:18:52Z,Skyndu,5602230987817312034,DK56 2980 9229 9753 05,339,Caz Crocroft,3576561308630689,COBACNSXXXX,CXPSNL
PMT115939,IID450423,E2E119462,TX611133,9976.90,THB,2014-10-25T05:33:57Z,Gevee,3578260186421018,FR56 0529 8080 57RS C9XO XAOQ X61,445,Delia Coffee,3579159325403672,COBAAEADXXX ,CXPSNL
PMT027228,IID008020,E2E106070,TX285659,7699.91,PHP,2016-06-18T01:35:17Z,Agimba,4041590193565952,FR30 1113 8612 771Z CP9X MMLZ 933,337,Ermentrude Hassall,5100148641525626,COBAAEADXXX ,CXSALA
PMT667226,IID173064,E2E642304,TX774960,9978.02,PEN,2017-12-23T17:22:39Z,Twiyo,3583797514308410,NO22 2612 9493 178,171,Freemon Steptowe,30336189319827,COBAAEADXXX ,CXPSNL
PMT444822,IID052749,E2E253253,TX417083,9989.80,RSD,2014-02-20T10:03:43Z,Skidoo,6387175172030447,LB44 1787 WRKI UICR F40B 9ZWH YRUH,045,Ulick Cratere,5002358232828920,COBAAEADXXX ,CXPSNL
PMT663853,IID505098,E2E375040,TX537760,9899.06,TND,2009-05-16T03:04:27Z,Skimia,3583266877281499,SK65 6591 3964 8348 5534 7241,956,Gladi Wigin,5324142532877428,COBAAEADXXX ,CXPSNL
PMT206491,IID665822,E2E282584,TX217288,9899.11,MYR,2009-08-03T18:05:02Z,Wordpedia,5007662609460729,FR37 0003 9850 21GJ WBPT NRKK P63,038,Thom Bushnell,560224281471470657,COBACNSXXXX,CXPSNL
PMT924694,IID100464,E2E614414,TX734717,8889.42,CNY,2018-07-10T00:19:53Z,Omba,201733860614323,RS86 5594 4863 1848 7382 74,340,Carmina Yve,3576502251938547,COBAAEADXXX ,CXSALA
PMT359720,IID617734,E2E777218,TX050491,5797.14,IDR,2009-01-22T14:16:35Z,Youspan,5610989828113824,MD26 GU7N GXKR M9KQ KWSB CDMR,700,Dallis Dobney,675916560192362155,COBACNSXXXX,CXMRCH
PMT831031,IID752425,E2E979952,TX214017,9999.09,CNY,2011-10-10T13:24:46Z,Linkbridge,3537797323141900,GR96 9032 042O HTIW R3JV 2Q2D FP1,957,Falkner Tidy,3542097310920074,COBAAEADXXX ,CXMRCH
PMT312954,IID611829,E2E003418,TX671624,8999.62,IDR,2011-10-26T13:26:37Z,Flipopia,4041370737579,BH90 MZKQ HASP WKKL XKRW ET,462,Tove Petford,3571330625978154,COBASGSXXXX,CXBSNS
PMT064556,IID718517,E2E524227,TX234242,8999.07,IDR,2014-04-05T00:34:24Z,Blogtag,676140860658922047,AD83 6735 6436 WIK7 GBDA YVQM,326,Arlen Konertz,3569347985928086,COBAAEADXXX ,CXMRCH
PMT817058,IID579360,E2E147255,TX643809,9899.92,CZK,2013-01-24T14:12:59Z,Yakijo,5002358951078244,FO24 3256 3256 0759 73,452,Fraser Fuggle,3560677955840948,COBAAEADXXX ,CXBSNS
PMT481397,IID405023,E2E010908,TX502410,9887.60,KZT,2012-03-21T04:58:39Z,Wordify,3582429314553497,CH18 5025 9KMZ PBQJ ZBO5 O,347,Law Slyme,6331102307991571,COBAAEADXXX ,CXPSNL
PMT566846,IID527299,E2E497469,TX890417,9899.03,ARS,2013-01-15T01:58:03Z,Tagopia,6380159563074344,CR80 6370 5500 7272 5520 9,521,Eloise Creus,3558868207182023,COBAAEADXXX ,CXBSNS
PMT828691,IID217758,E2E635202,TX214771,8898.41,ARS,2010-10-13T23:26:26Z,Feedbug,3542924323412510,ME26 6134 0751 5707 9696 45,895,Marley Shoreson,6334040074188053,COBAAEADXXX ,CXMRCH
PMT980177,IID980377,E2E000361,TX034077,9688.58,BYR,2009-09-10T06:04:49Z,Meejo,4911076133292391,RS08 5406 2587 2558 0126 46,999,Rufe Lucio,3582276807846577,COBAHKHXXXX,CXMRCH
PMT047396,IID258429,E2E137162,TX519470,9697.17,BGN,2015-08-14T07:15:27Z,Linkbridge,67599788663316046,GL76 9479 5490 8276 20,375,Penny Delacroix,5403883731298064,COBAAEADXXX ,CXPSNL
PMT418859,IID648576,E2E877746,TX365255,8998.52,IDR,2016-12-28T01:44:08Z,Bubblebox,4405705784245620,MU68 LVXG 4844 3709 6333 3622 708K OS,418,Ines Oade,060415648847263117,COBAAEADXXX ,CXPSNL
PMT347050,IID452407,E2E979588,TX634860,9599.33,CZK,2012-05-16T11:56:45Z,Skilith,201564752744211,GI48 OHFU AQ4Z WSTP WF1F 1KF,084,Nichols Bonus,5473219531521097,COBAAEADXXX ,CXPSNL
PMT165511,IID331959,E2E371092,TX766846,8898.04,CNY,2014-03-21T02:54:19Z,Skajo,3537657483512656,CH23 6781 4Z3C DNI2 GHM3 8,364,Rodolfo Radbone,491171696758617798,COBACNSXXXX,CXPSNL
PMT390004,IID123769,E2E238409,TX664184,9799.65,CNY,2018-03-22T10:54:26Z,Ooba,30094357272365,GE92 GW05 6149 5089 2025 37,073,Devlin Allsupp,3586148271954383,COBAHKHXXXX,CXPSNL
PMT861405,IID854382,E2E232017,TX869935,7898.46,IDR,2014-01-19T17:02:28Z,Innojam,36984926053433,FR44 8314 2726 78FV 0I7Y ACYN H31,058,Foster O'Skehan,337941866768814,COBAHKHXXXX,CXPSNL
PMT117527,IID956373,E2E307437,TX238890,9799.72,CNY,2010-09-25T19:08:14Z,Mydo,3531114982199201,FR73 3064 4177 49WM DWAU U3QW K80,883,Lexie McGavigan,5038148113823251318,COBAAEADXXX ,CXPSNL
PMT696171,IID521096,E2E259370,TX163719,7968.08,CNY,2015-08-03T03:26:48Z,Yamia,5038034913228072,HR06 2663 6182 3336 3498 8,236,Valle Lucien,3575079969389272,COBAHKHXXXX,CXPSNL
PMT875477,IID253466,E2E772485,TX898591,6997.57,AFN,2018-02-08T18:47:54Z,Browsecat,3580590348083827,LV71 CXEM TXLH G2LO ZNHT S,121,Lark Vaudrey,6709218559190745029,COBAAEADXXX ,CXBSNS
PMT609303,IID695271,E2E630113,TX046491,9999.17,AZN,2018-11-08T19:51:02Z,Ainyx,371219089937459,FR65 6552 3560 96BH MENE BF33 U04,922,Quintilla Mallabone,5602230858038361,COBAAEADXXX ,CXMRCH
PMT976316,IID935215,E2E265834,TX502643,9986.89,PHP,2014-09-12T15:47:23Z,Skyvu,5189978724286512,SK74 0840 3190 6836 4833 9941,245,Cirstoforo Klimes,4405886075151873,COBACNSXXXX,CXMRCH
PMT456664,IID165880,E2E224288,TX943326,9989.90,UAH,2014-07-06T14:45:13Z,Browseblab,201585047052177,BE09 6485 4183 3388,392,Farly McRannell,30573990766131,COBAAEADXXX ,CXSALA
PMT213836,IID908488,E2E922657,TX737715,5769.62,EUR,2013-06-01T11:08:32Z,Teklist,3538843476290109,NL40 OWKW 4889 4765 13,555,Thedrick Balshen,3560139356490245,COBASGSXXXX,CXPSNL
PMT897288,IID992720,E2E500863,TX373028,9998.00,CNY,2010-11-20T10:43:28Z,Yodoo,502058187910072835,FR76 9770 5014 21CI FXDF R9HY 421,674,Mirabella Willars,491133451466425564,COBAAEADXXX ,CXMRCH
PMT679348,IID667178,E2E083740,TX298621,9888.96,IDR,2016-09-05T09:04:29Z,Kwilith,50382379622965649,GE81 HP37 0355 4887 3907 37,549,Melli Van der Merwe,3528193427620760,COBAHKHXXXX,CXBSNS
PMT430421,IID530247,E2E476534,TX209749,8778.53,CNY,2017-02-13T10:20:16Z,Jaloo,3564637684628697,FR97 9034 7695 07OZ GDVQ DKKQ E52,068,Cullie Ricket,5048378753728123,COBAAEADXXX ,CXPSNL
PMT136367,IID834047,E2E576281,TX299659,9997.05,CNY,2018-03-15T05:38:47Z,Brightdog,3533008135296336,BE13 2319 2821 3917,888,Kristofor Skellorne,5100143525398422,COBACNSXXXX,CXPSNL
PMT292658,IID222003,E2E857580,TX023037,9975.93,EUR,2013-05-19T18:29:49Z,Ntag,5007660871328020,IL68 6505 2100 2848 0568 552,132,Goober Ivanyutin,6304368520851855430,COBAHKHXXXX,CXBSNS
PMT586644,IID161065,E2E948166,TX629259,7897.85,CAD,2014-11-07T19:06:27Z,Meetz,201866456635474,FR26 4694 3340 83CD HVMH TK6A Z84,038,Yule Columbine,3570503071138959,COBACNSXXXX,CXPSNL
PMT994921,IID025618,E2E595483,TX316705,8899.69,CZK,2017-10-27T18:36:45Z,Divanoodle,3580520004425921,FR95 2065 7835 818H TO5U GC94 F38,134,Margit Brouwer,5575707836276430,COBAAEADXXX ,CXBSNS
PMT660090,IID360649,E2E105619,TX080934,5999.48,CZK,2016-01-25T16:47:14Z,Skynoodle,676380951949192570,SE86 4410 5779 0155 9511 9423,909,Aylmar Cloney,3548110615811924,COBAAEADXXX ,CXPSNL
PMT493646,IID441080,E2E105986,TX835815,8989.39,IDR,2013-01-30T03:14:41Z,Flipbug,3552828627385685,AT13 4901 0799 1115 1453,242,Annabela Flowith,3585366280966211,COBASGSXXXX,CXMRCH
PMT580026,IID195489,E2E548012,TX262665,7969.15,CNY,2013-04-30T11:03:42Z,Flashpoint,347540473723333,BR90 8436 1262 6335 6928 6263 265K U,436,Consalve Loakes,3567962629535915,COBACNSXXXX,CXPSNL
PMT160502,IID458566,E2E927261,TX567654,7998.22,BRL,2009-01-06T16:47:28Z,Trilith,3538654457016250,LV29 OODN HOY3 9EQF BUDB L,584,Ariela Phythean,374283398221945,COBASGSXXXX,CXPSNL
PMT673283,IID946276,E2E226036,TX090721,9818.49,CLP,2018-02-05T15:48:35Z,Demimbu,3553272330015538,FI32 6474 1704 2850 34,803,Erie Hyrons,3553010012030338,COBACNSXXXX,CXPSNL
PMT146246,IID430441,E2E294435,TX925448,9559.71,AFN,2014-06-14T18:00:14Z,Jetpulse,30288810079751,NO31 9598 3663 843,964,Philomena Androlli,490543282609084455,COBAAEADXXX ,CXBSNS
PMT799262,IID890174,E2E738811,TX386321,9959.04,PHP,2015-12-13T13:37:26Z,Jayo,5108750555237619,FR45 6788 6895 20JA QTYJ 8KP0 Y53,777,Ferne Fuke,375357129874401,COBACNSXXXX,CXPSNL
PMT916058,IID564527,E2E533990,TX017963,8999.42,CNY,2011-09-24T07:17:34Z,Skyba,5610332847955977214,GR97 5134 782G BR1L EVP1 REJW ZM3,581,Emiline Inchcomb,630457345964966122,COBACNSXXXX,CXBSNS
PMT572975,IID044355,E2E845488,TX735067,9998.65,BGN,2016-05-08T12:34:11Z,Zooveo,3584782466154904,FR33 6377 5617 084K EIVG KNWJ Y96,566,Eben Packington,3528682679923674,COBASGSXXXX,CXPSNL
PMT481713,IID170170,E2E044354,TX523393,8789.34,CNY,2011-05-24T07:22:39Z,Roombo,3545866142064369,CR93 8203 2793 0705 8344 3,810,Flori Reinard,3570282731105753,COBACNSXXXX,CXPSNL
PMT375763,IID030876,E2E382708,TX112988,9888.24,PHP,2012-12-09T19:12:27Z,Zava,6763475700067810,BE37 6618 2586 8230,109,Bette-ann McGinty,501873141532630020,COBAHKHXXXX,CXMRCH
PMT000048,IID817996,E2E659289,TX591426,5894.34,CNY,2012-02-12T00:48:01Z,Meezzy,5100178443544384,BG09 PIQZ 3667 20EW WQEK XO,405,Collete Menguy,3586143006995074,COBAHKHXXXX,CXSALA
PMT963884,IID961444,E2E737504,TX535720,9788.77,CZK,2014-11-07T04:58:10Z,Talane,67592816513327793,CY02 7055 1693 FZTT 64VV 8ZO8 NLW5,721,Ara Abelwhite,5007663540866982,COBAAEADXXX ,CXBSNS
PMT872845,IID108301,E2E061332,TX378783,6995.37,RUB,2011-07-02T19:35:32Z,Demivee,3532130284518368,BH66 MMKJ GIYA NLAT 1TXC LT,909,Wayland Lammerich,5310101825601669,COBASGSXXXX,CXPSNL
PMT502870,IID551717,E2E566513,TX204133,9898.49,RUB,2010-03-29T04:45:14Z,Yabox,56022193249189928,FR94 2407 9020 97DY HZUA TPNB I77,797,Zed Manners,3572672036975280,COBASGSXXXX,CXPSNL
PMT614925,IID404576,E2E857569,TX487078,9745.68,MUR,2009-07-19T10:52:14Z,Flashpoint,3539349205448785,NL06 NYOB 5393 5010 65,742,Chrystal Maes,346992516421204,COBASGSXXXX,CXMRCH
PMT676356,IID642369,E2E765652,TX794742,9978.95,UAH,2017-07-11T18:23:14Z,Rhycero,4508727979174387,GI29 HHSF XB58 0P8V 0RWO AE3,896,Kellen Proud,3580181932140825,COBAHKHXXXX,CXBSNS
PMT474873,IID073326,E2E385336,TX892212,8899.06,SEK,2018-06-13T05:50:44Z,Yodoo,3583768342521011,BG44 QBXK 0454 051F T0WS HW,856,Isabeau Halsall,3532251182892661,COBACNSXXXX,CXPSNL
PMT425326,IID984421,E2E841045,TX138685,6999.34,MXN,2016-06-19T21:32:25Z,Ozu,3544179234272499,ES14 5658 4088 7434 0852 8257,594,Farrel Hender,3563008426122178,COBACNSXXXX,CXPSNL
PMT184440,IID174381,E2E095546,TX165654,8889.70,NPR,2014-07-01T02:51:47Z,Babbleblab,6384270047101649,GL61 7575 5265 2046 11,553,Rollins Hofner,3538128452754793,COBAHKHXXXX,CXPSNL
PMT619306,IID713119,E2E282638,TX433136,8999.68,USD,2018-01-11T08:46:47Z,Eamia,3535898272013546,ME20 1911 3217 7012 1722 63,167,Wyn Marking,4017951778679,COBASGSXXXX,CXPSNL
PMT692496,IID119149,E2E566875,TX100906,9899.89,IDR,2013-12-23T16:04:12Z,Oyonder,3573542542680360,FR10 8113 4243 40VZ 9BED SIOY Q13,568,Ephrayim Verity,5602245942682874926,COBAAEADXXX ,CXSALA
PMT885164,IID330742,E2E886978,TX637078,9969.10,XAF,2009-08-01T22:43:56Z,Kwideo,4917879817235774,GE38 MN73 3541 6964 3128 89,694,Cord Bamell,3549706285833350,COBAHKHXXXX,CXBSNS
PMT922409,IID833005,E2E881999,TX325170,4999.21,IDR,2017-12-06T14:42:28Z,Skaboo,5407913837860016,FR12 4248 3343 77A7 UMOQ P5KO 163,295,Louella Trengove,3561330865818088,COBAAEADXXX ,CXBSNS
PMT735449,IID022007,E2E319187,TX326436,9769.01,JPY,2012-10-03T20:41:14Z,Meeveo,3588002548535863,AE84 4724 6937 2857 2748 544,856,Eugenio Garman,4175006115226373,COBACNSXXXX,CXPSNL
PMT740808,IID287612,E2E477126,TX022240,9889.44,CNY,2009-08-02T02:08:52Z,Youtags,346436846495678,IT14 W955 2110 933Q DF9Z TRTM SVD,534,Skelly Youson,3536015434484601,COBAAEADXXX ,CXMRCH
PMT763256,IID571853,E2E971460,TX446592,7999.48,IDR,2014-04-30T01:28:30Z,Skajo,4017952565943,TR97 5891 2GTL TEWO HXYP ADRO AX,765,Toiboid Goulstone,5192205677407852,COBAAEADXXX ,CXPSNL
PMT250905,IID026220,E2E964206,TX845295,8598.93,CNY,2013-08-15T05:40:42Z,Fatz,5610868361489694,ME96 9139 3279 8854 6712 83,174,Milt Grigolon,5411736116045791,COBAAEADXXX ,CXPSNL
PMT376420,IID270221,E2E829670,TX102177,9897.56,EUR,2010-09-12T14:53:17Z,Jaxbean,4405362501733817,BA16 4562 8436 2539 7048,067,Bogart Bartholomaus,4017957630296,COBAAEADXXX ,CXPSNL
PMT828596,IID661180,E2E873429,TX256278,9759.09,CNY,2018-01-20T21:30:12Z,Jaxnation,6331100833714769698,GE44 OR28 6336 1071 7910 50,751,Jolynn Garside,201732584684588,COBASGSXXXX,CXPSNL
PMT486618,IID869014,E2E349088,TX624121,9997.51,EUR,2016-06-23T09:21:31Z,Jayo,5602221821219667,KW49 VZDQ SQGI NXF8 1D5M XJRC J3DQ UZ,781,Colin Timbridge,5602221458387654,COBAHKHXXXX,CXBSNS
PMT957040,IID847941,E2E358951,TX012002,9989.03,CNY,2014-11-24T20:32:39Z,Pixope,06043994179031141,IS53 1999 8677 7624 0345 0627 78,824,Mitchel Plaschke,3534413697175101,COBACNSXXXX,CXPSNL
PMT546465,IID665216,E2E351292,TX236208,8697.69,KZT,2017-01-30T11:18:37Z,Dynabox,5414391670221201,GI96 ZEEM JVTE UWDO R3GK SWJ,999,Dona Stallybrass,3560395892760950,COBAAEADXXX ,CXBSNS
PMT259066,IID728787,E2E481986,TX975098,7999.14,RUB,2016-06-22T09:21:17Z,Jabbertype,4911482927747568,LU78 163P BJAF 3MB2 KGLX,460,Rory Spensly,3546421138211613,COBACNSXXXX,CXMRCH
PMT816861,IID514556,E2E552826,TX896151,9989.33,RUB,2011-11-06T23:50:00Z,Mynte,3580588625664996,MR95 6040 6336 0414 7254 0353 755,369,Lana Garnsey,3577651989735037,COBACNSXXXX,CXPSNL
PMT077840,IID157492,E2E444856,TX228290,9895.55,ZAR,2013-03-23T09:29:52Z,Voomm,6334076651065736,GL76 2028 3958 0593 16,321,Gaylor Arondel,3573543510188378,COBAAEADXXX ,CXPSNL
PMT396575,IID833076,E2E802796,TX461788,9999.49,ZWL,2017-03-03T00:48:13Z,Fanoodle,5452032007246924,VG80 ECNF 5701 2373 8648 7052,735,Friederike Morstatt,375923401352281,COBAAEADXXX ,CXBSNS
PMT113522,IID084275,E2E760656,TX944904,9999.18,EUR,2017-09-09T12:58:09Z,Zoozzy,670604977197502155,MK62 507C WTUM MFEH 743,247,Juieta Rennard,3559477956918311,COBASGSXXXX,CXPSNL
PMT435184,IID988453,E2E480395,TX265992,7998.78,PHP,2014-05-22T17:00:26Z,Twitternation,5893676793825932,FR02 8478 5723 0476 WXR9 20LG X75,029,Leola Fearby,4175004997828390,COBACNSXXXX,CXPSNL
PMT607280,IID917106,E2E230893,TX132182,7788.71,MMK,2014-06-28T22:50:32Z,Gabtype,374283408298461,DO41 Z5Y0 5098 6316 8754 6600 5537,754,Petr Rodrig,4911632922370010,COBASGSXXXX,CXPSNL
PMT389791,IID160782,E2E447474,TX810630,9999.79,UAH,2014-09-14T15:15:12Z,Katz,5007669777208574,SE70 0163 1573 0238 5807 8254,381,Alasdair Bartolomieu,4917990592001842,COBAAEADXXX ,CXMRCH
PMT182595,IID329982,E2E785442,TX126805,9977.48,PEN,2015-04-02T13:01:26Z,Devcast,5556021190036379,GB22 CVSX 5534 7273 3048 60,933,Torie Delooze,3542680634962797,COBACNSXXXX,CXPSNL
PMT399680,IID657749,E2E460848,TX252233,9997.81,CNY,2014-03-12T08:07:28Z,Camido,6386077830170998,FR86 7034 7937 706Y HIPH W2FY 073,351,Marja Morales,201978361406212,COBACNSXXXX,CXBSNS
PMT053038,IID194012,E2E420762,TX862811,9789.13,CNY,2011-05-01T08:06:51Z,Jaxworks,5602213498416155,AT14 9506 0517 0146 6545,278,Brien Elwyn,3567592773414235,COBAAEADXXX ,CXBSNS
PMT394079,IID390410,E2E719816,TX038217,9597.12,PEN,2013-11-01T11:34:12Z,Flashdog,5641822004721610,CR29 7485 3453 4600 1754 6,267,Ezequiel Urvoy,30201974881961,COBACNSXXXX,CXPSNL
PMT170716,IID693481,E2E358539,TX602280,8779.42,PLN,2014-03-02T11:09:41Z,Skipfire,3584628973069046,TR62 0079 8HEB FWNE KWT6 OO6E GX,039,Price Mateus,5100149090610208,COBAAEADXXX ,CXPSNL
PMT447946,IID325369,E2E420252,TX082466,9987.97,BRL,2013-10-02T18:01:46Z,Eadel,6331103075502434419,SK93 3979 1665 7857 4460 1522,808,Cory Everix,3586472441987929,COBASGSXXXX,CXPSNL
PMT604241,IID132239,E2E918207,TX285138,9798.45,EUR,2014-07-05T23:41:03Z,Skalith,30443598580195,PT70 6658 6686 8026 0922 3350 3,722,Barr Dugood,374283235778016,COBAAEADXXX ,CXSALA
PMT860187,IID392446,E2E481672,TX298326,9798.56,THB,2016-04-12T06:49:10Z,Katz,30434117118153,FR73 4483 6236 22M9 UXWQ WRJP 959,747,Margarete Littleton,3545657459164656,COBASGSXXXX,CXPSNL
PMT327852,IID148776,E2E946975,TX755899,9989.97,PHP,2012-04-28T21:50:42Z,Devpulse,5325294030950576,FR29 4751 7685 79JO 566V YECG X19,928,Davey Joisce,5641823010373024,COBACNSXXXX,CXBSNS
PMT353800,IID445824,E2E794358,TX101697,9699.13,CNY,2011-12-23T20:41:30Z,Eayo,374283375423811,BA88 8242 3655 2762 5343,634,Tyler O'Hanley,3538417265334665,COBACNSXXXX,CXSALA
PMT460497,IID462903,E2E865500,TX164425,8996.18,VEF,2015-01-19T10:43:09Z,Midel,3568404396798748,FR54 3516 0081 19YQ QLX2 G5UG K64,602,Winthrop Redish,5048375864347744,COBAAEADXXX ,CXBSNS
PMT950656,IID113579,E2E339453,TX961190,6679.39,CNY,2013-01-30T11:26:11Z,Kazio,3540838295817161,AE92 7344 3285 5655 4634 229,263,Teriann Meneo,3575817116250206,COBACNSXXXX,CXPSNL
PMT318769,IID000052,E2E002897,TX266903,6895.73,IDR,2009-09-23T18:24:40Z,Mudo,6333350490531047,FR12 6265 3720 70MV X6QT 7XKT 757,693,Rosetta Calladine,3548399869174457,COBAAEADXXX ,CXPSNL
